arxiv_id,title,abstract,classified_type,MARIA_ANNOTATION,YANAI_ANNOTATION,YANAI_COMMENT,MARIA_COMMENT
2401.06379,"Vehicle: Bridging the Embedding Gap in the Verification of
  Neuro-Symbolic Programs","  Neuro-symbolic programs -- programs containing both machine learning
components and traditional symbolic code -- are becoming increasingly
widespread. However, we believe that there is still a lack of a general
methodology for verifying these programs whose correctness depends on the
behaviour of the machine learning components. In this paper, we identify the
``embedding gap'' -- the lack of techniques for linking semantically-meaningful
``problem-space'' properties to equivalent ``embedding-space'' properties -- as
one of the key issues, and describe Vehicle, a tool designed to facilitate the
end-to-end verification of neural-symbolic programs in a modular fashion.
Vehicle provides a convenient language for specifying ``problem-space''
properties of neural networks and declaring their relationship to the
``embedding-space"", and a powerful compiler that automates interpretation of
these properties in the language of a chosen machine-learning training
environment, neural network verifier, and interactive theorem prover. We
demonstrate Vehicle's utility by using it to formally verify the safety of a
simple autonomous car equipped with a neural network controller.
",regular,0,,,
2108.09372,InBiodiv-O: An Ontology for Indian Biodiversity Knowledge Management,"  To present the biodiversity information, a semantic model is required that
connects all kinds of data about living creatures and their habitats. The model
must be able to encode human knowledge for machines to be understood. Ontology
offers the richest machine-interpretable (rather than just machine-processable)
and explicit semantics that are being extensively used in the biodiversity
domain. Various ontologies are developed for the biodiversity domain however a
review of the current landscape shows that these ontologies are not capable to
define the Indian biodiversity information though India is one of the
megadiverse countries. To semantically analyze the Indian biodiversity
information, it is crucial to build an ontology that describes all the
essential terms of this domain from the unstructured format of the data
available on the web. Since, the curation of the ontologies heavily depends on
the domain where these are implemented hence there is no ideal methodology is
defined yet to be ready for universal use. The aim of this article is to
develop an ontology that semantically encodes all the terms of Indian
biodiversity information in all its dimensions based on the proposed
methodology. The comprehensive evaluation of the proposed ontology depicts that
ontology is well built in the specified domain.
",regular,1,,,good example of how hard it is to differentiate
2104.04205,"Alignment of Stakeholder Expectations about User Involvement in Agile
  Software Development","  Context: User involvement is generally considered to contributing to user
satisfaction and project success and is central to Agile software development.
In theory, the expectations about user involvement, such as the PO's, are quite
demanding in this Agile way of working. But what are the expectations seen in
practice, and are the expectations of user involvement aligned among the
development team and users? Any misalignment could contribute to conflict and
miscommunication among stakeholders that may result in ineffective user
involvement. Objective: Our aim is to compare and contrast the expectations of
two stakeholder groups (software development team, and software users) about
user involvement in order to understand the expectations and assess their
alignment. Method: We have conducted an exploratory case study of expectations
about user involvement in an Agile software development. Qualitative data was
collected through interviews to design a novel method for the assessing the
alignment of expectations about user involvement by applying Repertory Grids
(RG). Results: By aggregating the results from the interviews and RGs, varying
degrees of expectation alignments were observed between the development team
and user representatives. Conclusion: Alignment of expectations can be assessed
in practice using the proposed RG instrument and can reveal misalignment
between user roles and activities they participate in Agile software
development projects. Although we used RG instrument retrospectively in this
study, we posit that it could also be applied from the start of a project, or
proactively as a diagnostic tool throughout a project to assess and ensure that
expectations are aligned.
",regular,0,,,
2308.106,Fixed-Parameter Algorithms for Computing RAC Drawings of Graphs,"  In a right-angle crossing (RAC) drawing of a graph, each edge is represented
as a polyline and edge crossings must occur at an angle of exactly $90^\circ$,
where the number of bends on such polylines is typically restricted in some
way. While structural and topological properties of RAC drawings have been the
focus of extensive research, little was known about the boundaries of
tractability for computing such drawings. In this paper, we initiate the study
of RAC drawings from the viewpoint of parameterized complexity. In particular,
we establish that computing a RAC drawing of an input graph $G$ with at most
$b$ bends (or determining that none exists) is fixed-parameter tractable
parameterized by either the feedback edge number of $G$, or $b$ plus the vertex
cover number of $G$.
",regular,0,,,
2407.1241,Proximity-based Self-Federated Learning,"  In recent advancements in machine learning, federated learning allows a
network of distributed clients to collaboratively develop a global model
without needing to share their local data. This technique aims to safeguard
privacy, countering the vulnerabilities of conventional centralized learning
methods. Traditional federated learning approaches often rely on a central
server to coordinate model training across clients, aiming to replicate the
same model uniformly across all nodes. However, these methods overlook the
significance of geographical and local data variances in vast networks,
potentially affecting model effectiveness and applicability. Moreover, relying
on a central server might become a bottleneck in large networks, such as the
ones promoted by edge computing. Our paper introduces a novel,
fully-distributed federated learning strategy called proximity-based
self-federated learning that enables the self-organised creation of multiple
federations of clients based on their geographic proximity and data
distribution without exchanging raw data. Indeed, unlike traditional
algorithms, our approach encourages clients to share and adjust their models
with neighbouring nodes based on geographic proximity and model accuracy. This
method not only addresses the limitations posed by diverse data distributions
but also enhances the model's adaptability to different regional
characteristics creating specialized models for each federation. We demonstrate
the efficacy of our approach through simulations on well-known datasets,
showcasing its effectiveness over the conventional centralized federated
learning framework.
",regular,0,,,
2407.11882,"Enhancing Covert Communication in Relay Systems Using Multi-Antenna
  Technique","  This paper exploits the multi-antenna technique to enhance the covert
communication performance in a relay system, where a source S conducts covert
communication with a destination D via a relay R, subjecting to the detections
of transmissions in the two hops from a single-antenna warden W. To demonstrate
the performance gain from adopting the multi-antenna technique, we first
consider the scenario when S, R and D all adopt single antenna, and apply
hypothesis testing and statistics theories to develop a theoretical framework
for the covert performance modeling in terms of detection error probability
(DEP) and covert throughput. We then consider the scenario when S, R and D all
adopt multiple antennas, and apply the hypothesis testing, statistics and
matrix theories to develop corresponding theoretical framework for performance
modeling. We further explore the optimal designs of the target rate and
transmit power for covert throughput maximization under above both scenarios,
subjecting to the constraints of covertness, reliability and transmit power. To
solve the optimization problems, we employ Karushi-Kuhn-Tucker (KKT) conditions
method in the single antenna scenario and a search algorithm in the
multi-antenna scenario. Finally, we provide extensive numerical results to
illustrate how the multi-antenna technique can enhance the covert performance
in two-hop relay systems.
",regular,0,,,
2112.05416,Optimizing Edge Detection for Image Segmentation with Multicut Penalties,"  The Minimum Cost Multicut Problem (MP) is a popular way for obtaining a graph
decomposition by optimizing binary edge labels over edge costs. While the
formulation of a MP from independently estimated costs per edge is highly
flexible and intuitive, solving the MP is NP-hard and time-expensive. As a
remedy, recent work proposed to predict edge probabilities with awareness to
potential conflicts by incorporating cycle constraints in the prediction
process. We argue that such formulation, while providing a first step towards
end-to-end learnable edge weights, is suboptimal, since it is built upon a
loose relaxation of the MP. We therefore propose an adaptive CRF that allows to
progressively consider more violated constraints and, in consequence, to issue
solutions with higher validity. Experiments on the BSDS500 benchmark for
natural image segmentation as well as on electron microscopic recordings show
that our approach yields more precise edge detection and image segmentation.
",regular,0,,,
2212.0228,GARF:Geometry-Aware Generalized Neural Radiance Field,"  Neural Radiance Field (NeRF) has revolutionized free viewpoint rendering
tasks and achieved impressive results. However, the efficiency and accuracy
problems hinder its wide applications. To address these issues, we propose
Geometry-Aware Generalized Neural Radiance Field (GARF) with a geometry-aware
dynamic sampling (GADS) strategy to perform real-time novel view rendering and
unsupervised depth estimation on unseen scenes without per-scene optimization.
Distinct from most existing generalized NeRFs, our framework infers the unseen
scenes on both pixel-scale and geometry-scale with only a few input images.
More specifically, our method learns common attributes of novel-view synthesis
by an encoder-decoder structure and a point-level learnable multi-view feature
fusion module which helps avoid occlusion. To preserve scene characteristics in
the generalized model, we introduce an unsupervised depth estimation module to
derive the coarse geometry, narrow down the ray sampling interval to proximity
space of the estimated surface and sample in expectation maximum position,
constituting Geometry-Aware Dynamic Sampling strategy (GADS). Moreover, we
introduce a Multi-level Semantic Consistency loss (MSC) to assist more
informative representation learning. Extensive experiments on indoor and
outdoor datasets show that comparing with state-of-the-art generalized NeRF
methods, GARF reduces samples by more than 25\%, while improving rendering
quality and 3D geometry estimation.
",regular,0,,,
2111.01726,"Instructive artificial intelligence (AI) for human training, assistance,
  and explainability","  We propose a novel approach to explainable AI (XAI) based on the concept of
""instruction"" from neural networks. In this case study, we demonstrate how a
superhuman neural network might instruct human trainees as an alternative to
traditional approaches to XAI. Specifically, an AI examines human actions and
calculates variations on the human strategy that lead to better performance.
Experiments with a JHU/APL-developed AI player for the cooperative card game
Hanabi suggest this technique makes unique contributions to explainability
while improving human performance. One area of focus for Instructive AI is in
the significant discrepancies that can arise between a human's actual strategy
and the strategy they profess to use. This inaccurate self-assessment presents
a barrier for XAI, since explanations of an AI's strategy may not be properly
understood or implemented by human recipients. We have developed and are
testing a novel, Instructive AI approach that estimates human strategy by
observing human actions. With neural networks, this allows a direct calculation
of the changes in weights needed to improve the human strategy to better
emulate a more successful AI. Subjected to constraints (e.g. sparsity) these
weight changes can be interpreted as recommended changes to human strategy
(e.g. ""value A more, and value B less""). Instruction from AI such as this
functions both to help humans perform better at tasks, but also to better
understand, anticipate, and correct the actions of an AI. Results will be
presented on AI instruction's ability to improve human decision-making and
human-AI teaming in Hanabi.
",regular,0,,,
2407.03949,Establishing Provenance Before Coding: Traditional and Next-Gen Signing,"  Software engineers integrate third-party components into their applications.
The resulting software supply chain is vulnerable. To reduce the attack
surface, we can verify the origin of components (provenance) before adding
them. Cryptographic signatures enable this. This article describes traditional
signing, its challenges, and changes introduced by next generation signing
platforms
",regular,1,,,
2306.09124,DIFFender: Diffusion-Based Adversarial Defense against Patch Attacks,"  Adversarial attacks, particularly patch attacks, pose significant threats to
the robustness and reliability of deep learning models. Developing reliable
defenses against patch attacks is crucial for real-world applications, yet
current research in this area is unsatisfactory. In this paper, we propose
DIFFender, a novel defense method that leverages a text-guided diffusion model
to defend against adversarial patches. DIFFender includes two main stages:
patch localization and patch restoration. In the localization stage, we find
and exploit an intriguing property of the diffusion model to precisely identify
the locations of adversarial patches. In the restoration stage, we employ the
diffusion model to reconstruct the adversarial regions in the images while
preserving the integrity of the visual content. Thanks to the former finding,
these two stages can be simultaneously guided by a unified diffusion model.
Thus, we can utilize the close interaction between them to improve the whole
defense performance. Moreover, we propose a few-shot prompt-tuning algorithm to
fine-tune the diffusion model, enabling the pre-trained diffusion model to
adapt to the defense task easily. We conduct extensive experiments on image
classification, face recognition, and further in the physical world,
demonstrating that our proposed method exhibits superior robustness under
strong adaptive attacks and generalizes well across various scenarios, diverse
classifiers, and multiple patch attack methods.
",regular,0,,,
2102.05301,Parallel Minimum Cuts in $O(m \log^2(n))$ Work and Low Depth,"  We present a randomized $O(m \log^2 n)$ work, $O(\text{polylog } n)$ depth
parallel algorithm for minimum cut. This algorithm matches the work bounds of a
recent sequential algorithm by Gawrychowski, Mozes, and Weimann [ICALP'20], and
improves on the previously best parallel algorithm by Geissmann and Gianinazzi
[SPAA'18], which performs $O(m \log^4 n)$ work in $O(\text{polylog } n)$ depth.
  Our algorithm makes use of three components that might be of independent
interest. Firstly, we design a parallel data structure that efficiently
supports batched mixed queries and updates on trees. It generalizes and
improves the work bounds of a previous data structure of Geissmann and
Gianinazzi and is work efficient with respect to the best sequential algorithm.
Secondly, we design a parallel algorithm for approximate minimum cut that
improves on previous results by Karger and Motwani. We use this algorithm to
give a work-efficient procedure to produce a tree packing, as in Karger's
sequential algorithm for minimum cuts. Lastly, we design an efficient parallel
algorithm for solving the minimum $2$-respecting cut problem.
",regular,0,,,
2311.16104,Data Analytics with Differential Privacy,"  Differential privacy is the state-of-the-art definition for privacy,
guaranteeing that any analysis performed on a sensitive dataset leaks no
information about the individuals whose data are contained therein. In this
thesis, we develop differentially private algorithms to analyze distributed and
streaming data. In the distributed model, we consider the particular problem of
learning -- in a distributed fashion -- a global model of the data, that can
subsequently be used for arbitrary analyses. We build upon PrivBayes, a
differentially private method that approximates the high-dimensional
distribution of a centralized dataset as a product of low-order distributions,
utilizing a Bayesian Network model. We examine three novel approaches to
learning a global Bayesian Network from distributed data, while offering the
differential privacy guarantee to all local datasets. Our work includes a
detailed theoretical analysis of the distributed, differentially private
entropy estimator which we use in one of our algorithms, as well as a detailed
experimental evaluation, using both synthetic and real-world data. In the
streaming model, we focus on the problem of estimating the density of a stream
of users, which expresses the fraction of all users that actually appear in the
stream. We offer one of the strongest privacy guarantees for the streaming
model, user-level pan-privacy, which ensures that the privacy of any user is
protected, even against an adversary that observes the internal state of the
algorithm. We provide a detailed analysis of an existing, sampling-based
algorithm for the problem and propose two novel modifications that
significantly improve it, both theoretically and experimentally, by optimally
using all the allocated ""privacy budget.""
",regular,0,,,
2204.03418,"Continual Inference: A Library for Efficient Online Inference with Deep
  Neural Networks in PyTorch","  We present Continual Inference, a Python library for implementing Continual
Inference Networks (CINs) in PyTorch, a class of Neural Networks designed
specifically for efficient inference in both online and batch processing
scenarios. We offer a comprehensive introduction and guide to CINs and their
implementation in practice, and provide best-practices and code examples for
composing complex modules for modern Deep Learning. Continual Inference is
readily downloadable via the Python Package Index and at
\url{www.github.com/lukashedegaard/continual-inference}.
",regular,0,,,
2312.10423,"Stochastic Bayesian Optimization with Unknown Continuous Context
  Distribution via Kernel Density Estimation","  Bayesian optimization (BO) is a sample-efficient method and has been widely
used for optimizing expensive black-box functions. Recently, there has been a
considerable interest in BO literature in optimizing functions that are
affected by context variable in the environment, which is uncontrollable by
decision makers. In this paper, we focus on the optimization of functions'
expectations over continuous context variable, subject to an unknown
distribution. To address this problem, we propose two algorithms that employ
kernel density estimation to learn the probability density function (PDF) of
continuous context variable online. The first algorithm is simpler, which
directly optimizes the expectation under the estimated PDF. Considering that
the estimated PDF may have high estimation error when the true distribution is
complicated, we further propose the second algorithm that optimizes the
distributionally robust objective. Theoretical results demonstrate that both
algorithms have sub-linear Bayesian cumulative regret on the expectation
objective. Furthermore, we conduct numerical experiments to empirically
demonstrate the effectiveness of our algorithms.
",regular,0,,,
2404.01413,"Is Model Collapse Inevitable? Breaking the Curse of Recursion by
  Accumulating Real and Synthetic Data","  The proliferation of generative models, combined with pretraining on
web-scale data, raises a timely question: what happens when these models are
trained on their own generated outputs? Recent investigations into model-data
feedback loops proposed that such loops would lead to a phenomenon termed model
collapse, under which performance progressively degrades with each model-data
feedback iteration until fitted models become useless. However, those studies
largely assumed that new data replace old data over time, where an arguably
more realistic assumption is that data accumulate over time. In this paper, we
ask: what effect does accumulating data have on model collapse? We empirically
study this question by pretraining sequences of language models on text
corpora. We confirm that replacing the original real data by each generation's
synthetic data does indeed tend towards model collapse, then demonstrate that
accumulating the successive generations of synthetic data alongside the
original real data avoids model collapse; these results hold across a range of
model sizes, architectures, and hyperparameters. We obtain similar results for
deep generative models on other types of real data: diffusion models for
molecule conformation generation and variational autoencoders for image
generation. To understand why accumulating data can avoid model collapse, we
use an analytically tractable framework introduced by prior work in which a
sequence of linear models are fit to the previous models' outputs. Previous
work used this framework to show that if data are replaced, the test error
increases with the number of model-fitting iterations; we extend this argument
to prove that if data instead accumulate, the test error has a finite upper
bound independent of the number of iterations, meaning model collapse no longer
occurs.
",regular,0,,,
2102.10024,A Tb/s Indoor MIMO Optical Wireless Backhaul System Using VCSEL Arrays,"  In this paper, the design of a multiple-input multiple-output (MIMO) optical
wireless communication (OWC) link based on vertical cavity surface emitting
laser (VCSEL) arrays is systematically carried out with the aim to support data
rates in excess of 1 Tb/s for the backhaul of sixth generation (6G) indoor
wireless networks. The proposed design combines direct current optical
orthogonal frequency division multiplexing (DCO-OFDM) and a spatial
multiplexing MIMO architecture. For such an ultra-high-speed line-of-sight
(LOS) OWC link with low divergence laser beams, maintaining alignment is of
high importance. In this paper, two types of misalignment error between the
transmitter and receiver are distinguished, namely, radial displacement error
and orientation angle error, and they are thoroughly modeled in a unified
analytical framework assuming Gaussian laser beams, resulting in a generalized
misalignment model (GMM). The derived GMM is then extended to MIMO arrays and
the performance of the MIMO-OFDM OWC system is analyzed in terms of the
aggregate data rate. Novel insights are provided into the system performance
based on computer simulations by studying various influential factors such as
beam waist, array configuration and different misalignment errors, which can be
used as guidelines for designing short range Tb/s MIMO OWC systems.
",regular,0,,,
2112.04352,"Efficient Data Race Detection of Async-Finish Programs Using Vector
  Clocks","  Existing data race detectors for task-based programs incur significant run
time and space overheads. The overheads arise because of frequent lookups in
fine-grained tree data structures to check whether two accesses can happen in
parallel.
  This work shows how to efficiently apply vector clocks for dynamic data race
detection of async-finish programs with locks. Our proposed technique,
FastRacer, builds on the FastTrack algorithm with per-task and per-variable
optimizations to reduce the size of vector clocks. FastRacer exploits the
structured parallelism of async-finish programs to use a coarse-grained
encoding of the dynamic task inheritance relations to limit the metadata in the
presence of many concurrent readers. Our evaluation shows that FastRacer
substantially improves time and space overheads over FastTrack, and is
competitive with the state-of-the-art data race detectors for async-finish
programs with locks.
",regular,0,,,
2204.08609,"""Flux+Mutability"": A Conditional Generative Approach to One-Class
  Classification and Anomaly Detection","  Anomaly Detection is becoming increasingly popular within the experimental
physics community. At experiments such as the Large Hadron Collider, anomaly
detection is at the forefront of finding new physics beyond the Standard Model.
This paper details the implementation of a novel Machine Learning architecture,
called Flux+Mutability, which combines cutting-edge conditional generative
models with clustering algorithms. In the `flux' stage we learn the
distribution of a reference class. The `mutability' stage at inference
addresses if data significantly deviates from the reference class. We
demonstrate the validity of our approach and its connection to multiple
problems spanning from one-class classification to anomaly detection. In
particular, we apply our method to the isolation of neutral showers in an
electromagnetic calorimeter and show its performance in detecting anomalous
dijets events from standard QCD background. This approach limits assumptions on
the reference sample and remains agnostic to the complementary class of objects
of a given problem. We describe the possibility of dynamically generating a
reference population and defining selection criteria via quantile cuts.
Remarkably this flexible architecture can be deployed for a wide range of
problems, and applications like multi-class classification or data quality
control are left for further exploration.
",regular,0,,,
2309.15572,"HPL-ViT: A Unified Perception Framework for Heterogeneous Parallel
  LiDARs in V2V","  To develop the next generation of intelligent LiDARs, we propose a novel
framework of parallel LiDARs and construct a hardware prototype in our
experimental platform, DAWN (Digital Artificial World for Natural). It
emphasizes the tight integration of physical and digital space in LiDAR
systems, with networking being one of its supported core features. In the
context of autonomous driving, V2V (Vehicle-to-Vehicle) technology enables
efficient information sharing between different agents which significantly
promotes the development of LiDAR networks. However, current research operates
under an ideal situation where all vehicles are equipped with identical LiDAR,
ignoring the diversity of LiDAR categories and operating frequencies. In this
paper, we first utilize OpenCDA and RLS (Realistic LiDAR Simulation) to
construct a novel heterogeneous LiDAR dataset named OPV2V-HPL. Additionally, we
present HPL-ViT, a pioneering architecture designed for robust feature fusion
in heterogeneous and dynamic scenarios. It uses a graph-attention Transformer
to extract domain-specific features for each agent, coupled with a
cross-attention mechanism for the final fusion. Extensive experiments on
OPV2V-HPL demonstrate that HPL-ViT achieves SOTA (state-of-the-art) performance
in all settings and exhibits outstanding generalization capabilities.
",regular,0,,,
2203.16123,"An I/O-Efficient Disk-based Graph System for Scalable Second-Order
  Random Walk of Large Graphs","  Random walk is widely used in many graph analysis tasks, especially the
first-order random walk. However, as a simplification of real-world problems,
the first-order random walk is poor at modeling higher-order structures in the
data. Recently, second-order random walk-based applications (e.g., Node2vec,
Second-order PageRank) have become attractive. Due to the complexity of the
second-order random walk models and memory limitations, it is not scalable to
run second-order random walk-based applications on a single machine. Existing
disk-based graph systems are only friendly to the first-order random walk
models and suffer from expensive disk I/Os when executing the second-order
random walks. This paper introduces an I/O-efficient disk-based graph system
for the scalable second-order random walk of large graphs, called GraSorw.
First, to eliminate massive light vertex I/Os, we develop a bi-block execution
engine that converts random I/Os into sequential I/Os by applying a new
triangular bi-block scheduling strategy, the bucket-based walk management, and
the skewed walk storage. Second, to improve the I/O utilization, we design a
learning-based block loading model to leverage the advantages of the full-load
and on-demand load methods. Finally, we conducted extensive experiments on six
large real datasets as well as several synthetic datasets. The empirical
results demonstrate that the end-to-end time cost of popular tasks in GraSorw
is reduced by more than one order of magnitude compared to the existing
disk-based graph systems.
",regular,0,,,
2112.14478,Semantic Feature Extraction for Generalized Zero-shot Learning,"  Generalized zero-shot learning (GZSL) is a technique to train a deep learning
model to identify unseen classes using the attribute. In this paper, we put
forth a new GZSL technique that improves the GZSL classification performance
greatly. Key idea of the proposed approach, henceforth referred to as semantic
feature extraction-based GZSL (SE-GZSL), is to use the semantic feature
containing only attribute-related information in learning the relationship
between the image and the attribute. In doing so, we can remove the
interference, if any, caused by the attribute-irrelevant information contained
in the image feature. To train a network extracting the semantic feature, we
present two novel loss functions, 1) mutual information-based loss to capture
all the attribute-related information in the image feature and 2)
similarity-based loss to remove unwanted attribute-irrelevant information. From
extensive experiments using various datasets, we show that the proposed SE-GZSL
technique outperforms conventional GZSL approaches by a large margin.
",regular,0,,,
2110.13535,"An in-depth Analysis of Occasional and Recurring Collaborations in
  Online Music Co-creation","  The success of online creative communities depends on the will of
participants to create and derive content in a collaborative environment.
Despite their growing popularity, the factors that lead to remixing existing
content in online creative communities are not entirely understood. In this
paper, we focus on overdubbing, that is, a dyadic collaboration where one
author mixes one new track with an audio recording previously uploaded by
another. We study musicians who collaborate regularly, that is, frequently
overdub each other's songs. Building on frequent pattern mining techniques, we
develop an approach to seek instances of such recurring collaborations in the
Songtree community. We identify 43 instances involving two or three members
with a similar reputation in the community. Our findings highlight common and
different remix factors in occasional and recurring collaborations.
Specifically, fresh and less mature songs are generally overdubbed more;
instead, exchanging messages and invitations to collaborate are significant
factors only for songs generated through recurring collaborations whereas
author reputation (ranking) and applying metadata tags to songs have a positive
effect only in occasional collaborations.
",regular,0,,,
2104.12124,On Measure Quantifiers in First-Order Arithmetic (Long Version),"  We study the logic obtained by endowing the language of first-order
arithmetic with second-order measure quantifiers. This new kind of
quantification allows us to express that the argument formula is true in a
certain portion of all possible interpretations of the quantified variable. We
show that first-order arithmetic with measure quantifiers is capable of
formalizing simple results from probability theory and, most importantly, of
representing every recursive random function. Moreover, we introduce a
realizability interpretation of this logic in which programs have access to an
oracle from the Cantor space.
",regular,0,,,
2105.08114,Weakly Private Information Retrieval Under R\'enyi Divergence,"  Private information retrieval (PIR) is a protocol that guarantees the privacy
of a user who is in communication with databases. The user wants to download
one of the messages stored in the databases while hiding the identity of the
desired message. Recently, the benefits that can be obtained by weakening the
privacy requirement have been studied, but the definition of weak privacy needs
to be elaborated upon. In this paper, we attempt to quantify the weak privacy
(i.e., information leakage) in PIR problems by using the R\'enyi divergence
that generalizes the Kullback-Leibler divergence. By introducing R\'enyi
divergence into the existing PIR problem, the tradeoff relationship between
privacy (information leakage) and PIR performance (download cost) is
characterized via convex optimization. Furthermore, we propose an alternative
PIR scheme with smaller message sizes than the Tian-Sun-Chen (TSC) scheme. The
proposed scheme cannot achieve the PIR capacity of perfect privacy since the
message size of the TSC scheme is the minimum to achieve the PIR capacity.
However, we show that the proposed scheme can be better than the TSC scheme in
the weakly PIR setting, especially under a low download cost regime.
",regular,0,,,
2205.10386,A Dynamic Weighted Tabular Method for Convolutional Neural Networks,"  Traditional Machine Learning (ML) models like Support Vector Machine, Random
Forest, and Logistic Regression are generally preferred for classification
tasks on tabular datasets. Tabular data consists of rows and columns
corresponding to instances and features, respectively. Past studies indicate
that traditional classifiers often produce unsatisfactory results in complex
tabular datasets. Hence, researchers attempt to use the powerful Convolutional
Neural Networks (CNN) for tabular datasets. Recent studies propose several
techniques like SuperTML, Conditional GAN (CTGAN), and Tabular Convolution
(TAC) for applying Convolutional Neural Networks (CNN) on tabular data. These
models outperform the traditional classifiers and substantially improve the
performance on tabular data. This study introduces a novel technique, namely,
Dynamic Weighted Tabular Method (DWTM), that uses feature weights dynamically
based on statistical techniques to apply CNNs on tabular datasets. The method
assigns weights dynamically to each feature based on their strength of
associativity to the class labels. Each data point is converted into images and
fed to a CNN model. The features are allocated image canvas space based on
their weights. The DWTM is an improvement on the previously mentioned methods
as it dynamically implements the entire experimental setting rather than using
the static configuration provided in the previous methods. Furthermore, it uses
the novel idea of using feature weights to create image canvas space. In this
paper, the DWTM is applied to six benchmarked tabular datasets and it achieves
outstanding performance (i.e., average accuracy = 95%) on all of them.
",regular,0,,,
2103.14021,Orthogonal Projection Loss,"  Deep neural networks have achieved remarkable performance on a range of
classification tasks, with softmax cross-entropy (CE) loss emerging as the
de-facto objective function. The CE loss encourages features of a class to have
a higher projection score on the true class-vector compared to the negative
classes. However, this is a relative constraint and does not explicitly force
different class features to be well-separated. Motivated by the observation
that ground-truth class representations in CE loss are orthogonal (one-hot
encoded vectors), we develop a novel loss function termed `Orthogonal
Projection Loss' (OPL) which imposes orthogonality in the feature space. OPL
augments the properties of CE loss and directly enforces inter-class separation
alongside intra-class clustering in the feature space through orthogonality
constraints on the mini-batch level. As compared to other alternatives of CE,
OPL offers unique advantages e.g., no additional learnable parameters, does not
require careful negative mining and is not sensitive to the batch size. Given
the plug-and-play nature of OPL, we evaluate it on a diverse range of tasks
including image recognition (CIFAR-100), large-scale classification (ImageNet),
domain generalization (PACS) and few-shot learning (miniImageNet, CIFAR-FS,
tiered-ImageNet and Meta-dataset) and demonstrate its effectiveness across the
board. Furthermore, OPL offers better robustness against practical nuisances
such as adversarial attacks and label noise. Code is available at:
https://github.com/kahnchana/opl.
",regular,0,,,
2207.0157,Goal-Conditioned Generators of Deep Policies,"  Goal-conditioned Reinforcement Learning (RL) aims at learning optimal
policies, given goals encoded in special command inputs. Here we study
goal-conditioned neural nets (NNs) that learn to generate deep NN policies in
form of context-specific weight matrices, similar to Fast Weight Programmers
and other methods from the 1990s. Using context commands of the form ""generate
a policy that achieves a desired expected return,"" our NN generators combine
powerful exploration of parameter space with generalization across commands to
iteratively find better and better policies. A form of weight-sharing
HyperNetworks and policy embeddings scales our method to generate deep NNs.
Experiments show how a single learned policy generator can produce policies
that achieve any return seen during training. Finally, we evaluate our
algorithm on a set of continuous control tasks where it exhibits competitive
performance. Our code is public.
",regular,0,,,
2304.13502,"How Semantic Information G Measure Relates to Distortion, Freshness,
  Purposiveness, and Efficiency","  To improve communication efficiency and provide more useful information, we
need to measure semantic information by combining inaccuracy or distortion,
freshness, purposiveness, and efficiency. The author proposed the semantic
information G measure before. This measure is more compatible with Shannon
information theory than other semantic or generalized information measures and
has been applied to machine learning. This paper focuses on semantic predictive
information (including observation information) and purposive (or goal-related)
information (involving semantic communication and constraint control). The GPS
pointer is used as an example to discuss the change of semantic predictive
information with inaccuracy and time (age of the information). An example of
constraint control (controlling probability distributions) is provided for
measuring purposive information and maximizing this information and the
information efficiency. The information rate fidelity function (a
generalization of the information rate distortion function) is introduced for
the optimization. Two computing examples demonstrate how to measure predictive
and goal-related information and optimizing information efficiency. The results
accord with theoretical conclusions well. The G measure is related to deep
learning; its application to machine learning is worth exploring. Communication
efficiency also involves utilities or information values; semantic
communication optimization combining utilities needs further research.
",regular,1,,,
2208.02578,"N-best Response-based Analysis of Contradiction-awareness in Neural
  Response Generation Models","  Avoiding the generation of responses that contradict the preceding context is
a significant challenge in dialogue response generation. One feasible method is
post-processing, such as filtering out contradicting responses from a resulting
n-best response list. In this scenario, the quality of the n-best list
considerably affects the occurrence of contradictions because the final
response is chosen from this n-best list. This study quantitatively analyzes
the contextual contradiction-awareness of neural response generation models
using the consistency of the n-best lists. Particularly, we used polar
questions as stimulus inputs for concise and quantitative analyses. Our tests
illustrate the contradiction-awareness of recent neural response generation
models and methodologies, followed by a discussion of their properties and
limitations.
",regular,0,,,
2101.06545,VideoClick: Video Object Segmentation with a Single Click,"  Annotating videos with object segmentation masks typically involves a two
stage procedure of drawing polygons per object instance for all the frames and
then linking them through time. While simple, this is a very tedious, time
consuming and expensive process, making the creation of accurate annotations at
scale only possible for well-funded labs. What if we were able to segment an
object in the full video with only a single click? This will enable video
segmentation at scale with a very low budget opening the door to many
applications. Towards this goal, in this paper we propose a bottom up approach
where given a single click for each object in a video, we obtain the
segmentation masks of these objects in the full video. In particular, we
construct a correlation volume that assigns each pixel in a target frame to
either one of the objects in the reference frame or the background. We then
refine this correlation volume via a recurrent attention module and decode the
final segmentation. To evaluate the performance, we label the popular and
challenging Cityscapes dataset with video object segmentations. Results on this
new CityscapesVideo dataset show that our approach outperforms all the
baselines in this challenging setting.
",regular,0,,,
